datetime,mains,fridge_pred_watts,fridge_pred_prob,fridge_true_watts,microwave_pred_watts,microwave_pred_prob,microwave_true_watts,dishwasher_pred_watts,dishwasher_pred_prob,dishwasher_true_watts,washing_machine_pred_watts,washing_machine_pred_prob,washing_machine_true_watts
2011-04-17 23:18:24+00:00,306.51,55.509533,0.11322872,0.0,278.19775,0.012143542,0.0,141.49025,0.12611778,0.0,349.72107,0.030576495,0.0
2011-04-17 23:18:30+00:00,331.81168,29.409286,0.03990104,0.0,73.80359,0.0011632656,0.0,51.810547,0.046736855,0.0,167.35034,0.004622823,0.0
2011-04-17 23:18:36+00:00,331.81168,21.46222,0.03400728,0.0,7.65802,0.0005746095,0.0,21.895111,0.033399098,0.0,103.9574,0.002500512,0.0
2011-04-17 23:18:42+00:00,331.81168,19.120773,0.03480661,0.0,0.0,0.0004492771,0.0,7.935089,0.028985728,0.0,76.65546,0.0020426267,0.0
2011-04-17 23:18:48+00:00,331.81168,18.37938,0.037065197,0.0,0.0,0.00039704674,0.0,0.0,0.025838071,0.0,61.257812,0.0018494688,0.0
2011-04-17 23:18:54+00:00,305.91666,18.131111,0.040456615,0.0,0.0,0.0003720112,0.0,0.0,0.023680212,0.0,50.520874,0.001753221,0.0
2011-04-17 23:19:00+00:00,306.125,18.163467,0.04439452,0.0,0.0,0.00036047044,0.0,0.0,0.022156587,0.0,42.48944,0.0017097482,0.0
2011-04-17 23:19:06+00:00,306.125,18.431114,0.0501099,0.0,0.0,0.00036244525,0.0,0.0,0.02109115,0.0,36.5365,0.0017435066,0.0
2011-04-17 23:19:12+00:00,306.125,19.280952,0.059724968,0.0,0.0,0.0003836868,0.0,0.0,0.020592907,0.0,32.489258,0.0019059696,0.0
2011-04-17 23:19:18+00:00,306.125,21.140182,0.07633231,0.0,0.0,0.00043491792,0.0,0.0,0.021193158,0.0,31.167175,0.0023486163,0.0
2011-04-17 23:19:24+00:00,306.266,23.767303,0.1002073,0.0,0.0,0.0005250866,0.0,0.0,0.022999834,0.0,22.06543,0.0034283623,0.0
2011-04-17 23:19:30+00:00,277.80334,27.213196,0.13049307,0.0,0.0,0.0006659822,0.0,0.0,0.025817601,0.0,15.253723,0.005504764,0.0
2011-04-17 23:19:36+00:00,322.655,30.386116,0.15985057,0.0,13.30188,0.0008769776,0.0,0.0,0.029113997,0.0,14.7677,0.009119732,0.0
2011-04-17 23:19:42+00:00,415.21167,32.950485,0.18216617,0.0,27.32837,0.0011612313,0.0,0.0,0.032053154,0.0,22.96997,0.014809738,0.0
2011-04-17 23:19:48+00:00,572.7167,35.18277,0.19550039,0.0,38.924744,0.0015120072,0.0,0.0,0.03410695,0.0,32.312073,0.02266725,0.0
2011-04-17 23:19:54+00:00,667.95,36.67,0.202995,0.0,46.67157,0.0018874122,0.0,0.0,0.03519574,0.0,47.571716,0.03203471,0.0
2011-04-17 23:20:00+00:00,670.85004,37.539787,0.20524275,0.0,50.924255,0.0022330596,0.0,0.0,0.03575495,0.0,59.76306,0.04184065,0.0
2011-04-17 23:20:06+00:00,671.735,37.908028,0.20261395,0.0,51.639587,0.0025089586,0.0,0.0,0.035167016,0.0,67.56287,0.050976206,0.0
2011-04-17 23:20:12+00:00,673.555,37.38681,0.19419648,0.0,49.516113,0.0027112775,0.0,0.0,0.033472512,0.0,71.208374,0.0580788,0.0
2011-04-17 23:20:18+00:00,675.62665,36.327484,0.18442522,0.0,46.34601,0.0028674572,0.0,0.0,0.031432766,0.0,70.39282,0.062390104,0.0
2011-04-17 23:20:24+00:00,677.1983,35.201645,0.1773692,0.0,43.170532,0.0030079929,0.0,0.0,0.030014798,0.0,66.43616,0.06319353,0.0
2011-04-17 23:20:30+00:00,679.32666,34.91137,0.1814477,0.0,46.578552,0.0034103713,0.0,0.0,0.029373236,0.0,65.06555,0.061743733,0.0
2011-04-17 23:20:36+00:00,680.35004,35.561478,0.19425769,0.0,64.517944,0.0046604774,0.0,6.1861267,0.030134726,0.0,70.50189,0.059284225,0.0
2011-04-17 23:20:42+00:00,680.80835,38.150017,0.21315965,0.0,105.52527,0.010281972,0.0,25.051178,0.03306132,0.0,94.27527,0.0628125,0.0
2011-04-17 23:20:48+00:00,680.77,40.20172,0.23545215,0.0,189.16504,0.04084492,0.0,43.75125,0.036471047,0.0,111.11517,0.066306025,0.0
2011-04-17 23:20:54+00:00,903.07,40.403595,0.25636715,0.0,301.87454,0.22469373,0.0,54.17514,0.03695463,0.0,133.79095,0.065325744,0.0
2011-04-17 23:21:00+00:00,2492.2075,40.353462,0.26830423,0.0,376.1865,0.55095637,0.0,54.42502,0.03297229,0.0,149.27411,0.052019175,0.0
2011-04-17 23:21:06+00:00,2492.2075,39.816406,0.2739812,0.0,406.7443,0.6529663,0.0,47.803894,0.027229056,0.0,169.12616,0.039021533,0.0
2011-04-17 23:21:12+00:00,2492.2075,38.546883,0.25724873,0.0,411.91782,0.6587835,0.0,41.99875,0.022479529,0.0,186.93329,0.028789265,0.0
2011-04-17 23:21:18+00:00,2492.2075,36.32646,0.23573034,0.0,405.54858,0.6219409,0.0,33.641144,0.019033477,0.0,168.85962,0.023492409,0.0
2011-04-17 23:21:24+00:00,979.1325,34.8024,0.21685673,0.0,393.56577,0.57536966,0.0,28.645569,0.017314434,0.0,139.56726,0.019934898,0.0
2011-04-17 23:21:30+00:00,2406.8,34.13662,0.20846759,0.0,392.2551,0.5389963,0.0,23.403564,0.016460624,0.0,127.520935,0.019011874,0.0
2011-04-17 23:21:36+00:00,2406.8,34.025352,0.20115404,0.0,385.45767,0.50760067,0.0,20.831757,0.01613126,0.0,117.3866,0.01821593,0.0
2011-04-17 23:21:42+00:00,2406.8,33.887627,0.19481088,0.0,380.0416,0.47422945,0.0,19.819946,0.015973559,0.0,107.931335,0.017959455,0.0
2011-04-17 23:21:48+00:00,2406.8,33.42762,0.18407911,0.0,371.4463,0.4350482,0.0,17.640076,0.015777273,0.0,109.93561,0.018555557,0.0
2011-04-17 23:21:54+00:00,1138.7067,33.77256,0.17984124,0.0,366.52548,0.42013568,0.0,18.762695,0.015678434,0.0,112.43451,0.01904427,0.0
2011-04-17 23:22:00+00:00,2516.6218,33.550804,0.17411819,0.0,371.0347,0.4317503,0.0,18.391052,0.015280811,0.0,124.734924,0.019896092,0.0
2011-04-17 23:22:06+00:00,2516.6218,33.301086,0.17055829,0.0,374.86057,0.45682302,0.0,19.196991,0.015180542,0.0,131.7793,0.019924333,0.0
2011-04-17 23:22:12+00:00,2516.6218,32.47747,0.15870221,0.0,380.28055,0.47286037,0.0,19.983795,0.014715001,0.0,135.12134,0.019539226,0.0
2011-04-17 23:22:18+00:00,2516.6218,31.520882,0.14561339,0.0,378.0377,0.46411902,0.0,20.153229,0.01442751,0.0,137.97968,0.019120308,0.0
2011-04-17 23:22:24+00:00,2516.6218,30.90126,0.13442184,0.0,370.74722,0.43588242,0.0,21.861237,0.014241605,0.0,139.4577,0.019084487,0.0
2011-04-17 23:22:30+00:00,2516.6218,30.425247,0.12509765,0.0,361.45087,0.39827052,0.0,25.973816,0.014600007,0.0,139.68152,0.01984771,0.0
2011-04-17 23:22:36+00:00,2516.6218,30.214012,0.11898269,0.0,350.15244,0.3600041,0.0,31.542938,0.0154428985,0.0,139.54248,0.021560619,0.0
2011-04-17 23:22:42+00:00,2516.6218,30.349037,0.114098504,0.0,338.50778,0.32014927,0.0,37.272675,0.016538534,0.0,140.03442,0.02375801,0.0
2011-04-17 23:22:48+00:00,2516.6218,30.77816,0.11334756,0.0,329.7868,0.29204738,0.0,43.41916,0.017987516,0.0,136.61566,0.026705781,0.0
2011-04-17 23:22:54+00:00,2516.6218,31.145592,0.113604754,0.0,323.1989,0.27268,0.0,49.084106,0.019620812,0.0,134.67462,0.029470459,0.0
2011-04-17 23:23:00+00:00,2516.6218,31.371689,0.113791384,0.0,317.68695,0.25742638,0.0,53.570374,0.021178732,0.0,135.25073,0.031646594,0.0
2011-04-17 23:23:06+00:00,2516.6218,31.408142,0.11287689,0.0,312.52768,0.242369,0.0,57.348602,0.022667686,0.0,135.81458,0.033196945,0.0
2011-04-17 23:23:12+00:00,2516.6218,31.401154,0.11143939,0.0,307.4613,0.22696197,0.0,61.261627,0.024409192,0.0,136.57068,0.03466474,0.0
2011-04-17 23:23:18+00:00,2516.6218,31.382149,0.109575644,0.0,302.1407,0.21061833,0.0,65.69437,0.026573539,0.0,137.67523,0.036259525,0.0
2011-04-17 23:23:24+00:00,2516.6218,31.371986,0.10740047,0.0,296.43906,0.19346891,0.0,70.80438,0.029295031,0.0,139.20758,0.038127195,0.0
2011-04-17 23:23:30+00:00,2516.6218,31.362717,0.105174534,0.0,290.49988,0.1764164,0.0,76.43945,0.0325963,0.0,141.12543,0.04031578,0.0
2011-04-17 23:23:36+00:00,2516.6218,31.375908,0.10311265,0.0,284.72913,0.16086753,0.0,82.11038,0.036289558,0.0,143.23315,0.042733792,0.0
2011-04-17 23:23:42+00:00,2516.6218,31.41079,0.10152432,0.0,279.65503,0.14812876,0.0,87.22836,0.040035002,0.0,145.02887,0.045180846,0.0
2011-04-17 23:23:48+00:00,2516.6218,31.466354,0.10068984,0.0,275.71326,0.13887626,0.0,91.12782,0.043294877,0.0,146.16718,0.047404725,0.0
2011-04-17 23:23:54+00:00,2516.6218,31.55561,0.10085402,0.0,273.09354,0.13335074,0.0,93.33728,0.04574224,0.0,146.81763,0.04920966,0.0
2011-04-17 23:24:00+00:00,2516.6218,31.713364,0.102330066,0.0,272.03702,0.13116503,0.0,94.30702,0.04740808,0.0,146.97699,0.050624095,0.0
2011-04-17 23:24:06+00:00,2516.6218,32.05739,0.1060968,0.0,272.82272,0.13264912,0.0,94.83775,0.048663944,0.0,146.4815,0.05191119,0.0
2011-04-17 23:24:12+00:00,2516.6218,32.541183,0.112127975,0.0,275.5091,0.13965368,0.0,95.09323,0.04973298,0.0,145.55072,0.053189542,0.0
2011-04-17 23:24:18+00:00,2516.6218,33.09768,0.12045211,0.0,280.1521,0.15306602,0.0,94.738235,0.05083458,0.0,144.844,0.054122053,0.0
2011-04-17 23:24:24+00:00,2516.6218,33.93538,0.13392125,0.0,291.02823,0.18506177,0.0,94.64583,0.052707545,0.0,144.93,0.055975743,0.0
2011-04-17 23:24:30+00:00,2516.6218,34.96929,0.15272017,0.0,308.2751,0.23961985,0.0,95.43225,0.0558648,0.0,147.1325,0.056929022,0.0
2011-04-17 23:24:36+00:00,2516.6218,35.97281,0.1783147,0.0,330.9335,0.31964085,0.0,95.293686,0.059840664,0.0,150.83612,0.058813434,0.0
