datetime,mains,fridge_pred_watts,fridge_pred_prob,fridge_true_watts,microwave_pred_watts,microwave_pred_prob,microwave_true_watts,dishwasher_pred_watts,dishwasher_pred_prob,dishwasher_true_watts,washing_machine_pred_watts,washing_machine_pred_prob,washing_machine_true_watts
2011-05-21 19:39:18+00:00,221.5025,42.722946,0.18617296,0.0,287.87448,0.021075932,0.0,107.354996,0.11455649,0.0,270.21448,0.082144804,0.75
2011-05-21 19:39:24+00:00,306.90332,23.847443,0.18287541,0.0,118.010376,0.002502312,0.0,48.674133,0.04356242,0.0,168.19775,0.021602772,0.0
2011-05-21 19:39:30+00:00,306.3325,26.101295,0.23463394,0.0,49.697937,0.0009014077,0.0,26.185303,0.027992701,0.0,145.41956,0.010484,0.0
2011-05-21 19:39:36+00:00,304.09335,26.151657,0.26279917,0.0,15.579529,0.0005508053,0.0,15.171387,0.022269765,0.0,133.38708,0.0071319155,0.0
2011-05-21 19:39:42+00:00,226.9125,25.84713,0.26983017,0.25,0.6206665,0.00043216365,0.0,9.876587,0.019470308,0.0,123.66925,0.005678304,0.5
2011-05-21 19:39:48+00:00,302.7425,25.466042,0.26890808,0.25,0.0,0.00037923467,0.0,7.134613,0.0179078,0.0,115.708496,0.004952016,0.5
2011-05-21 19:39:54+00:00,226.56,25.032394,0.26415268,0.0,0.0,0.00035066533,0.0,5.582611,0.01686455,0.0,110.45532,0.0044912407,1.25
2011-05-21 19:40:00+00:00,302.53,24.557907,0.25468302,0.0,0.0,0.00033194825,0.0,4.367737,0.016005099,0.0,106.57721,0.0041454644,1.6666666
2011-05-21 19:40:06+00:00,244.13,24.146217,0.24407586,0.0,0.0,0.00031887816,0.0,3.6284485,0.015310452,0.0,103.41803,0.0038773867,1.0
2011-05-21 19:40:12+00:00,232.92502,23.717064,0.23336984,0.0,0.0,0.00030890477,0.0,3.118805,0.014699248,0.0,100.74188,0.0036535386,1.25
2011-05-21 19:40:18+00:00,227.70499,23.408417,0.22424102,0.0,0.0,0.0003027984,0.0,2.7474976,0.014245998,0.0,98.61676,0.0034916056,1.5
2011-05-21 19:40:24+00:00,301.3125,23.255379,0.21817897,0.0,0.0,0.00029876002,0.0,2.6121216,0.013949236,0.0,97.108154,0.0033804595,0.75
2011-05-21 19:40:30+00:00,226.0275,23.234436,0.21515656,0.0,0.0,0.00029767936,0.0,2.7375488,0.01381384,0.0,96.08795,0.0033190963,1.0
2011-05-21 19:40:36+00:00,301.17,23.391502,0.21537612,0.0,0.0,0.00029921756,0.0,3.1080627,0.013825863,0.0,95.72589,0.0033058582,0.0
2011-05-21 19:40:42+00:00,301.08,23.700806,0.21785802,0.0,0.0,0.00030230457,0.0,3.8755188,0.013972512,0.0,95.265015,0.003318508,1.5
2011-05-21 19:40:48+00:00,225.9875,24.161095,0.22339183,0.0,0.0,0.00030523367,0.0,4.573578,0.014256963,0.0,93.1839,0.0033442355,1.25
2011-05-21 19:40:54+00:00,225.66998,24.36644,0.22638269,0.0,0.0,0.00030788715,0.0,5.390106,0.01455984,0.0,90.2215,0.0033566582,1.0
2011-05-21 19:41:00+00:00,301.73502,24.084145,0.22603612,0.0,0.0,0.0003097476,0.0,6.533844,0.014699289,0.0,85.66785,0.0033435521,1.0
2011-05-21 19:41:06+00:00,226.49,23.836739,0.22384526,0.0,0.0,0.00031268856,0.0,7.4302063,0.01468378,0.0,83.35004,0.00331579,1.25
2011-05-21 19:41:12+00:00,311.87,23.906487,0.2217692,0.0,0.0,0.00031773048,0.0,8.151306,0.014567887,0.0,83.11975,0.003276536,1.0
2011-05-21 19:41:18+00:00,184.136,24.232185,0.22125448,0.0,2.9067383,0.00032398335,0.0,8.554749,0.01433352,0.0,82.30884,0.0032112538,1.0
2011-05-21 19:41:24+00:00,244.90201,24.410286,0.2197419,0.0,6.8792114,0.00032800305,0.0,8.251099,0.013998505,0.0,80.141235,0.0031171131,1.0
2011-05-21 19:41:30+00:00,228.325,24.259972,0.21392198,0.0,9.031799,0.0003278705,0.0,8.048981,0.013614937,0.0,76.58038,0.0029987122,1.25
